id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1506993240230305795,1506993240230305795,2022-03-24 09:56:01 Eastern Daylight Time,2022-03-24,09:56:01,-0400,99620272,birgun_gazetesi,BirGün Gazetesi,,"Rusya, dost ülkelerle enerji ticaretini Bitcoin’le yapabilir  https://t.co/GMMm4APhGV",tr,[],['https://bit.ly/3qzWr6V'],[],0,0,0,[],[],https://twitter.com/BirGun_Gazetesi/status/1506993240230305795,False,,0,,,,,,,,[],,,,
1506993164183388160,1506993164183388160,2022-03-24 09:55:43 Eastern Daylight Time,2022-03-24,09:55:43,-0400,988380341252521984,haberglobal,Haber Global,,Rusya “dost ülkelerle” enerji ticaretini Bitcoin’le yapabilir  https://t.co/K4oO6imphM,tr,[],['https://haberglobal.com.tr/ekonomi/rusya-dost-ulkelerle-enerji-ticaretini-bitcoinle-yapabilir-167552'],[],0,0,1,[],[],https://twitter.com/HaberGlobal/status/1506993164183388160,False,,0,,,,,,,,[],,,,
1506993119421677572,1506993119421677572,2022-03-24 09:55:32 Eastern Daylight Time,2022-03-24,09:55:32,-0400,284067212,euronews_tr,euronews Türkçe,,"Duma’nın Bütçe Komitesi Başkanı Pavel Zavalnıy, enerji ticaretini gerekirse Bitcoin’le de yapabileceklerini söyledi",tr,[],[],[],0,2,2,[],[],https://twitter.com/euronews_tr/status/1506993119421677572,False,,0,,,,,,,,[],,,,
1506992966547783689,1506992966547783689,2022-03-24 09:54:56 Eastern Daylight Time,2022-03-24,09:54:56,-0400,3121168263,gazeteistiklal,İstiklal Gazetesi,,"Rusya: ""Dost ülkelerle ticareti gerekirse Bitcoin’le de yapabiliriz""  https://t.co/zm28nnST5a",tr,[],['https://www.istiklal.com.tr/haber/rusya-dost-ulkelerle-ticareti-bitcoinle-de-yapabiliriz/680351'],[],0,0,1,[],[],https://twitter.com/gazeteistiklal/status/1506992966547783689,False,,0,,,,,,,,[],,,,
1506992766815019009,1506992766815019009,2022-03-24 09:54:08 Eastern Daylight Time,2022-03-24,09:54:08,-0400,1125319374599012352,btcturk,BtcTurk,,"#BizimÇocuklar tasarımlı #HediyeBitcoin kartları, sevdiklerinizle paylaşabilmeniz için sizi bekliyor! ❤️🤍  Siz de #BtcTurk uygulamasına girin, hediye etmek istediğiniz Bitcoin tutarını belirleyin, kartınızı seçin ve sevdiklerinize gönderin!  #YeniNeslinYanındayız @MilliTakimlar  https://t.co/Xjx9odpvnp",tr,"[{'screen_name': 'millitakimlar', 'name': 'türkiye #bizimçocuklar 🇹🇷', 'id': '2327308063'}]",[],[],0,0,0,"['bizimçocuklar', 'hediyebitcoin', 'btcturk', 'yenineslinyanındayız']",[],https://twitter.com/btcturk/status/1506992766815019009,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1506991155879321604/pu/img/RsDGOGCWTNbcIoK_.jpg,,,,,,,[],,,,
1506992398550847491,1506992398550847491,2022-03-24 09:52:41 Eastern Daylight Time,2022-03-24,09:52:41,-0400,904700529988820992,mmcrypto,MMCrypto,,There are ONLY! 0.375 #Bitcoin per Millionaire!,en,[],[],[],51,19,135,['bitcoin'],[],https://twitter.com/MMCrypto/status/1506992398550847491,False,,0,,,,,,,,[],,,,
1506992247849590786,1506992247849590786,2022-03-24 09:52:05 Eastern Daylight Time,2022-03-24,09:52:05,-0400,92534896,cofense,Cofense,,"Be skeptical of SEG #phishing claims. As reported recently, finance-themed emails were found in Proofpoint environments delivering Async RAT &amp; a Bitcoin stealer. The Bitcoin stealer replaces wallet addresses on the clipboard with the attacker's wallet.  https://t.co/bIBCeJfHYk",en,[],['https://okt.to/9u3c0l'],[],1,0,0,['phishing'],[],https://twitter.com/Cofense/status/1506992247849590786,False,,0,,,,,,,,[],,,,
1506992237191827465,1506992237191827465,2022-03-24 09:52:02 Eastern Daylight Time,2022-03-24,09:52:02,-0400,798107102732500992,cryptoadventure,Crypto Adventure,,What's the funniest or weirdest crypto ticker symbol you've ever come across in the space?  #Trading #Altseason #altcoin #Bitcoin,en,[],[],[],1,0,0,"['trading', 'altseason', 'altcoin', 'bitcoin']",[],https://twitter.com/CryptoAdventure/status/1506992237191827465,False,,0,,,,,,,,[],,,,
1506991138078666754,1506988010054856708,2022-03-24 09:47:40 Eastern Daylight Time,2022-03-24,09:47:40,-0400,14110443,muneeb,muneeb.btc,,@aubreystrobel Interesting topic! Is it about Bitcoin mining incentives or more broad?,en,[],[],[],0,0,0,[],[],https://twitter.com/muneeb/status/1506991138078666754,False,,0,,,,,,,,"[{'screen_name': 'aubreystrobel', 'name': 'Aubrey Strobel', 'id': '38107864'}]",,,,
1506990335771258890,1506990335771258890,2022-03-24 09:44:29 Eastern Daylight Time,2022-03-24,09:44:29,-0400,56003526,probcause,PROBCAUSE,,"I know some of y’all like Ted Cruz cuz he pretends to know what bitcoin is, but that man is a clowwwwn lol",en,[],[],[],2,0,9,[],[],https://twitter.com/ProbCause/status/1506990335771258890,False,,0,,,,,,,,[],,,,
1506989849122848775,1506989849122848775,2022-03-24 09:42:33 Eastern Daylight Time,2022-03-24,09:42:33,-0400,77995208,twitprensi,Yasin K.🔺,,#BinanceButton halen devam ediyormuş. Halen basmadım. En son basıp 1 BTC'yi almayı hedefliyorum :)   #Binance #Bitcoin   Binance'e hala üye olmayan varsa 1 $BTC etkinliğine katılmak için %20 komisyon indirimli link:  https://t.co/ZlbNe0Tm2F  https://t.co/4xebSxj0gl,tr,[],['https://accounts.binance.com/en/register?ref=AET60RQ8'],['https://pbs.twimg.com/media/FOnm3jJXIAYplUh.jpg'],1,0,5,"['binancebutton', 'binance', 'bitcoin']",['btc'],https://twitter.com/TwitPrensi/status/1506989849122848775,False,,1,https://pbs.twimg.com/media/FOnm3jJXIAYplUh.jpg,,,,,,,[],,,,
1506989836904943628,1506989836904943628,2022-03-24 09:42:30 Eastern Daylight Time,2022-03-24,09:42:30,-0400,1333467482,coindesk,CoinDesk,,"Recent surveys have reported that nearly one in five Americans own bitcoin. But bitcoin’s real adoption level is much lower, @edstromandrew writes in this week’s Crypto for Advisors newsletter:    https://t.co/ZHOlJdSTYZ",en,"[{'screen_name': 'edstromandrew', 'name': 'ddd (dollar dutch disease) andy edstrom, cfa, cfp', 'id': '918695525335015424'}]",['https://trib.al/qo3nGJh'],[],14,5,26,[],[],https://twitter.com/CoinDesk/status/1506989836904943628,False,,0,,,,,,,,[],,,,
1506989258015395841,1506989258015395841,2022-03-24 09:40:12 Eastern Daylight Time,2022-03-24,09:40:12,-0400,20493439,wgci,WGCI,,DRAKE PLEDGES 1M IN BITCOIN TO LEBRON JAMES FAMILY CHARITY AFTER WIN  https://t.co/5O7MOHlyMP,en,[],['http://ihe.art/KIhb9R0'],[],0,0,0,[],[],https://twitter.com/WGCI/status/1506989258015395841,False,,0,,,,,,,,[],,,,
1506989157868097543,1506989157868097543,2022-03-24 09:39:48 Eastern Daylight Time,2022-03-24,09:39:48,-0400,22704001,sbbaicker,Sarah Baicker,,Is anyone else getting a mega increase in spam @‘s about like bitcoin and NFTs and stuff or am I just the lucky one?,en,[],[],[],2,0,4,[],[],https://twitter.com/sbbaicker/status/1506989157868097543,False,,0,,,,,,,,[],,,,
1506988516319772672,1506988516319772672,2022-03-24 09:37:15 Eastern Daylight Time,2022-03-24,09:37:15,-0400,935742315389444096,cryptowendyo,WendyO.eth,,GM   Rare 1/1 depicting 5yo #Bitcoin holder   “wen moon”  https://t.co/rNKmjwa97R,en,[],[],['https://pbs.twimg.com/media/FOnmER3UYAMaRZm.jpg'],21,2,49,['bitcoin'],[],https://twitter.com/CryptoWendyO/status/1506988516319772672,False,,1,https://pbs.twimg.com/media/FOnmER3UYAMaRZm.jpg,,,,,,,[],,,,
1506987640402628611,1506987640402628611,2022-03-24 09:33:46 Eastern Daylight Time,2022-03-24,09:33:46,-0400,17351167,scottmelker,The Wolf Of All Streets,,Can Bitcoin Go Up When Everything Looks Like Sh*t?  https://t.co/6L5hqAFu1o,en,[],['https://twitter.com/i/broadcasts/1YqJDqwVjXYxV'],[],15,9,44,[],[],https://twitter.com/scottmelker/status/1506987640402628611,False,,0,,,,,,,,[],,,,
